Ticket,Status,Created,Age,Runbook Present,Category of Issue,Category,Rules Used,Categorization Source,LLM Confidence,Human Audit for Accuracy,Human Comments
DO-2604802,Closed,2026-01-25,14,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2604934,Resolved,2026-01-25,13,TRUE,Prescriptive Action - Component,HW- General,"R027,R040",rule,1.0,pending-review,
DO-2605408,Resolved,2026-01-26,13,TRUE,Prescriptive Action - Component,HW- General,"R027,R040",rule,1.0,pending-review,
DO-2605431,Resolved,2026-01-26,13,TRUE,Prescriptive Action - Component,HW- General,"R027,R040",rule,1.0,pending-review,
DO-2605536,Closed,2026-01-26,13,TRUE,Prescriptive Action - Component,HW- General,"R027,R040",rule,1.0,pending-review,
DO-2605626,Resolved,2026-01-26,13,TRUE,GPU Count Mismatch (ILOM),GPU,"R024,R041",rule,1.0,pending-review,
DO-2605632,Closed,2026-01-26,13,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2605679,Closed,2026-01-26,13,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2605770,Resolved,2026-01-26,13,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2605782,Closed,2026-01-26,13,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2606555,Resolved,2026-01-26,13,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2606845,Closed,2026-01-26,13,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R041,R040",rule,0.9,pending-review,
DO-2606886,Closed,2026-01-26,13,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606928,Resolved,2026-01-26,13,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606935,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606936,Closed,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606937,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606938,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606939,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606940,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606958,Closed,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606960,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606962,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606967,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606980,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606981,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2606982,Resolved,2026-01-26,12,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2607010,Resolved,2026-01-26,12,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2607029,Closed,2026-01-26,12,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R032,R040",rule,0.9,pending-review,
DO-2607086,Resolved,2026-01-26,12,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2608213,Resolved,2026-01-27,12,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2608629,Closed,2026-01-27,12,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039,R040",rule,1.0,pending-review,
DO-2608682,Resolved,2026-01-27,12,TRUE,Prescriptive Action - Component,HW- General,"R027,R040",rule,1.0,pending-review,
DO-2608693,Resolved,2026-01-27,12,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2608744,Closed,2026-01-27,12,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2609273,Resolved,2026-01-27,12,TRUE,Prescriptive Action - Component,HW- General,"R027,R040",rule,1.0,pending-review,
DO-2609400,Closed,2026-01-27,12,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2609625,Resolved,2026-01-27,12,TRUE,GPU Count Mismatch (ILOM),GPU,"R024,R008,R041,R040",rule,1.0,pending-review,
DO-2610033,Resolved,2026-01-27,12,TRUE,GPU Count Mismatch (ILOM),GPU,"R024,R008,R041,R040",rule,1.0,pending-review,
DO-2610071,Resolved,2026-01-27,12,TRUE,Prescriptive Action - Component,HW- General,"R027,R032,R041,R039",rule,1.0,pending-review,
DO-2610141,Resolved,2026-01-27,11,TRUE,GPUBurn Short Run Failure,GPU,"R030,R032,R041",rule,1.0,pending-review,
DO-2610553,Resolved,2026-01-27,11,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2611079,Closed,2026-01-27,11,TRUE,GPU Count Mismatch (ILOM),GPU,"R024,R008,R041,R039,R040",rule,1.0,pending-review,
DO-2611091,Resolved,2026-01-27,11,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2611214,Resolved,2026-01-27,11,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2612119,Resolved,2026-01-28,11,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2612515,Resolved,2026-01-28,11,TRUE,GPU Count Mismatch (ILOM),GPU,"R024,R041,R039",rule,1.0,pending-review,
DO-2612642,Resolved,2026-01-28,11,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2612698,Closed,2026-01-28,11,FALSE,RDMA Cable Validation - Failed Optic,RDMA Cable,R007,rule,0.9,pending-review,
DO-2612708,Closed,2026-01-28,11,FALSE,RDMA Cable Validation - Failed Optic,RDMA Cable,R007,rule,0.9,pending-review,
DO-2612730,Resolved,2026-01-28,11,FALSE,RDMA Cable Validation - Failed Optic,RDMA Cable,R007,rule,0.9,pending-review,
DO-2612873,Resolved,2026-01-28,11,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R006,R040",rule,0.95,pending-review,
DO-2612879,Resolved,2026-01-28,11,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2612880,Resolved,2026-01-28,11,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2612881,Resolved,2026-01-28,11,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2612882,Resolved,2026-01-28,11,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2612896,Resolved,2026-01-28,11,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2612898,Resolved,2026-01-28,11,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2612900,Resolved,2026-01-28,11,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2612903,Resolved,2026-01-28,11,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2612910,Closed,2026-01-28,11,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R039,R040",rule,0.9,pending-review,
DO-2612919,Resolved,2026-01-28,11,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2612944,Resolved,2026-01-28,11,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2612961,Resolved,2026-01-28,11,TRUE,GPU Count Mismatch (ILOM),GPU,"R024,R008,R041,R040",rule,1.0,pending-review,
DO-2613032,Closed,2026-01-28,11,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R041,R040",rule,0.9,pending-review,
DO-2613038,Closed,2026-01-28,11,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R041,R040",rule,0.9,pending-review,
DO-2613066,Resolved,2026-01-28,11,TRUE,Prescriptive Action - Component,HW- General,"R027,R006,R033,R039",rule,1.0,pending-review,
DO-2613080,Resolved,2026-01-28,11,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2613367,Closed,2026-01-28,11,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2613552,Resolved,2026-01-28,11,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2613720,Resolved,2026-01-28,11,TRUE,RoT Network Unreachable,ROT,R044,rule,1.0,pending-review,
DO-2613808,Resolved,2026-01-28,11,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2613818,Resolved,2026-01-28,11,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2614052,Closed,2026-01-28,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2614063,Resolved,2026-01-28,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2614127,Resolved,2026-01-28,10,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2614130,Resolved,2026-01-28,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2614141,Closed,2026-01-28,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2614165,Closed,2026-01-28,10,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2614202,Resolved,2026-01-28,10,TRUE,GPU Count Mismatch (ILOM),GPU,"R024,R027,R041,R039,R040",rule,1.0,pending-review,
DO-2614277,Closed,2026-01-28,10,TRUE,GPU Tail Node/GBB Fault - Diagnostics Code Detected,GPU,R040,rule,0.85,pending-review,
DO-2614288,Resolved,2026-01-28,10,TRUE,GPU Tail Node/GBB Fault - Diagnostics Code Detected,GPU,R040,rule,0.85,pending-review,
DO-2614357,Resolved,2026-01-28,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2614527,Resolved,2026-01-28,10,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2614540,Resolved,2026-01-28,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R035",rule,1.0,pending-review,
DO-2614544,Resolved,2026-01-28,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2614562,Resolved,2026-01-28,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2614705,Resolved,2026-01-28,10,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2615381,Resolved,2026-01-28,10,FALSE,GPUBurn Short Run Failure,GPU,R030,rule,1.0,pending-review,
DO-2615395,Closed,2026-01-28,10,TRUE,CDFP Cable Order Failure,CDFP,"R002,R008,R040",rule,0.95,pending-review,
DO-2615438,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2615446,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2615491,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2615548,Closed,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2615578,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2615580,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R035",rule,1.0,pending-review,
DO-2615583,Resolved,2026-01-29,10,TRUE,SmartNIC Escalated Recipe,SmartNIC,R031,rule,1.0,pending-review,
DO-2615584,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2615597,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2615642,Resolved,2026-01-29,10,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2615653,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2615690,Resolved,2026-01-29,10,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2615706,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2615726,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2615733,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2615745,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2615920,Resolved,2026-01-29,10,TRUE,GPU Tail Node/GBB Fault - Diagnostics Code Detected,GPU,R040,rule,0.85,pending-review,
DO-2615922,Resolved,2026-01-29,10,TRUE,GPU Count Mismatch (ILOM),GPU,"R024,R041,R040",rule,1.0,pending-review,
DO-2615924,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2615926,Resolved,2026-01-29,10,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R013,R039,R040",rule,0.9,pending-review,
DO-2615930,Resolved,2026-01-29,10,TRUE,GPU Tail Node/GBB Fault - Diagnostics Code Detected,GPU,R040,rule,0.85,pending-review,
DO-2615937,Resolved,2026-01-29,10,TRUE,Hardware Environment Fault - Diagnostics Code Detected,HW- General,R041,rule,0.8,pending-review,
DO-2615945,Resolved,2026-01-29,10,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2615970,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2616029,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2616066,Closed,2026-01-29,10,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2616068,Resolved,2026-01-29,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2616096,Resolved,2026-01-29,10,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2616113,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2616125,Resolved,2026-01-29,10,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R006,R040",rule,0.95,pending-review,
DO-2616171,Resolved,2026-01-29,10,TRUE,PCIe Link Degraded Width,PCIE,"R005,R008,R006,R018,R041,R039,R040",rule,0.95,pending-review,
DO-2616201,Resolved,2026-01-29,10,TRUE,Hardware Environment Fault - Diagnostics Code Detected,HW- General,R041,rule,0.8,pending-review,
DO-2616251,Resolved,2026-01-29,10,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R016,R008,R035,R040",rule,0.9,pending-review,
DO-2616276,Resolved,2026-01-29,10,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2616307,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R035",rule,1.0,pending-review,
DO-2616397,Resolved,2026-01-29,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2616398,Resolved,2026-01-29,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2616399,Resolved,2026-01-29,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2616410,Resolved,2026-01-29,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2616413,Resolved,2026-01-29,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2616418,Closed,2026-01-29,10,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2616433,Resolved,2026-01-29,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2616434,Resolved,2026-01-29,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2616437,Resolved,2026-01-29,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2616460,Resolved,2026-01-29,10,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2616490,Resolved,2026-01-29,10,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2616492,Resolved,2026-01-29,10,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2616495,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R035",rule,1.0,pending-review,
DO-2616497,Closed,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2616501,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2616502,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2616503,Resolved,2026-01-29,10,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2616517,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2616518,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2616531,Resolved,2026-01-29,10,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2616532,Resolved,2026-01-29,10,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2616537,Closed,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2616554,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2616555,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2616565,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2616640,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2616659,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2616666,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2616671,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2616704,Resolved,2026-01-29,10,TRUE,CDFP Module ID Mismatch,CDFP,"R022,R039,R040",rule,1.0,pending-review,
DO-2616758,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2616762,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2616784,Resolved,2026-01-29,10,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2616790,Resolved,2026-01-29,10,TRUE,Prescriptive Action - Component,HW- General,"R027,R041",rule,1.0,pending-review,
DO-2616918,Resolved,2026-01-29,10,TRUE,CDFP Module ID Mismatch,CDFP,R022,rule,1.0,pending-review,
DO-2616924,Resolved,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2616936,Closed,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2616939,Closed,2026-01-29,10,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2617019,Resolved,2026-01-29,10,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2617033,Resolved,2026-01-29,10,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2617040,Resolved,2026-01-29,10,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2617710,Resolved,2026-01-29,10,TRUE,CPU/Processor Fault - Open Problem,CPU/Processor,"R013,R039",rule,0.85,pending-review,
DO-2618092,Closed,2026-01-29,9,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2618247,Resolved,2026-01-29,9,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2618354,Resolved,2026-01-29,9,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2618572,Resolved,2026-01-29,9,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2619430,Resolved,2026-01-30,9,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2619449,Resolved,2026-01-30,9,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2619460,Closed,2026-01-30,9,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2620132,Resolved,2026-01-30,9,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2620149,Resolved,2026-01-30,9,TRUE,Hardware Environment Fault - Diagnostics Code Detected,HW- General,"R041,R040",rule,0.85,pending-review,
DO-2620157,Resolved,2026-01-30,9,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2620463,Resolved,2026-01-30,9,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2620758,Resolved,2026-01-30,9,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2620774,Resolved,2026-01-30,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2620787,Resolved,2026-01-30,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2620798,Resolved,2026-01-30,8,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2620959,Resolved,2026-01-30,8,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2620972,Resolved,2026-01-30,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2621178,Resolved,2026-01-30,8,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R009,R040",rule,0.9,pending-review,
DO-2621252,Resolved,2026-01-30,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2621279,Resolved,2026-01-30,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2621287,Resolved,2026-01-30,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2621289,Closed,2026-01-30,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2621291,Resolved,2026-01-30,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2621305,Resolved,2026-01-30,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2621489,Resolved,2026-01-31,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2621791,Resolved,2026-01-31,8,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2621792,Resolved,2026-01-31,8,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2621793,Resolved,2026-01-31,8,TRUE,SVCIO Update Failed - ILOM Provisioning,ILOM,R029,rule,1.0,pending-review,
DO-2623049,Resolved,2026-01-31,8,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2623387,Resolved,2026-01-31,8,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2623478,Resolved,2026-01-31,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2623524,Resolved,2026-01-31,7,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2623641,Resolved,2026-01-31,7,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2623692,Closed,2026-01-31,7,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2623720,Resolved,2026-01-31,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624473,Resolved,2026-02-01,7,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2624521,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R041,R040",rule,0.9,pending-review,
DO-2624607,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2624610,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2624654,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2624666,Resolved,2026-02-01,7,TRUE,Hardware Environment Fault - Diagnostics Code Detected,HW- General,R041,rule,0.8,pending-review,
DO-2624690,Resolved,2026-02-01,7,TRUE,Hardware Environment Fault - Diagnostics Code Detected,HW- General,R041,rule,0.8,pending-review,
DO-2624692,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624693,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624700,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624711,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624745,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R016,R018,R039",rule,0.9,pending-review,
DO-2624746,Resolved,2026-02-01,7,TRUE,PCIe Link Degraded Width,PCIE,"R005,R016,R041,R039",rule,0.95,pending-review,
DO-2624747,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R016,R018,R041,R039",rule,0.9,pending-review,
